"population","focal_cov","focal_min_max","other_mean_obs","projection","lambda","focal_full","scenario","focal_scenario","other_scenario"
"Vertedero","fallR","min","obs",76,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (min value) 
Other covariates = obs value","Next fall cumulative
rainfall = min value","obs value"
"SierraCarboneraY5","prevfallR","min","obs",76,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (min value) 
Other covariates = obs value","Previous fall cumulative
rainfall = min value","obs value"
"SierraRetinY5","prevfallR","min","obs",76,1.18568156367553,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (min value) 
Other covariates = obs value","Previous fall cumulative
rainfall = min value","obs value"
"Vertedero","prevfallR","min","obs",76,1.06017713012825,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (min value) 
Other covariates = obs value","Previous fall cumulative
rainfall = min value","obs value"
"SierraCarboneraY5","dens","min","obs",76,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (min value) 
Other covariates = obs value","Aboveground density of
large individuals = min value","obs value"
"SierraRetinY5","dens","min","obs",76,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (min value) 
Other covariates = obs value","Aboveground density of
large individuals = min value","obs value"
"Vertedero","dens","min","obs",76,1.05829689260288,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (min value) 
Other covariates = obs value","Aboveground density of
large individuals = min value","obs value"
"SierraCarboneraY5","size","min","obs",76,Inf,"Size","Focal covariate = Size (min value) 
Other covariates = obs value","Size = min value","obs value"
"SierraRetinY5","size","min","obs",76,Inf,"Size","Focal covariate = Size (min value) 
Other covariates = obs value","Size = min value","obs value"
"Vertedero","size","min","obs",76,Inf,"Size","Focal covariate = Size (min value) 
Other covariates = obs value","Size = min value","obs value"
"SierraCarboneraY5","TSF","min","obs",76,Inf,"Time Since Fire","Focal covariate = Time Since Fire (min value) 
Other covariates = obs value","Time Since Fire = min value","obs value"
"SierraRetinY5","TSF","min","obs",76,Inf,"Time Since Fire","Focal covariate = Time Since Fire (min value) 
Other covariates = obs value","Time Since Fire = min value","obs value"
"Vertedero","TSF","min","obs",76,Inf,"Time Since Fire","Focal covariate = Time Since Fire (min value) 
Other covariates = obs value","Time Since Fire = min value","obs value"
"SierraCarboneraY5","summerT","max","obs",76,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (max value) 
Other covariates = obs value","Next summer mean max.
daily temperature = max value","obs value"
"SierraRetinY5","summerT","max","obs",76,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (max value) 
Other covariates = obs value","Next summer mean max.
daily temperature = max value","obs value"
"Vertedero","summerT","max","obs",76,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (max value) 
Other covariates = obs value","Next summer mean max.
daily temperature = max value","obs value"
"SierraCarboneraY5","prevwinterT","max","obs",76,Inf,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (max value) 
Other covariates = obs value","Previous winter mean max.
daily temperature = max value","obs value"
"SierraRetinY5","prevwinterT","max","obs",76,Inf,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (max value) 
Other covariates = obs value","Previous winter mean max.
daily temperature = max value","obs value"
"Vertedero","prevwinterT","max","obs",76,Inf,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (max value) 
Other covariates = obs value","Previous winter mean max.
daily temperature = max value","obs value"
"SierraCarboneraY5","fallR","max","obs",76,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = obs value","Next fall cumulative
rainfall = max value","obs value"
"SierraRetinY5","fallR","max","obs",76,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = obs value","Next fall cumulative
rainfall = max value","obs value"
"Vertedero","fallR","max","obs",76,1.0774309108509,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = obs value","Next fall cumulative
rainfall = max value","obs value"
"SierraCarboneraY5","prevfallR","max","obs",76,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = obs value","Previous fall cumulative
rainfall = max value","obs value"
"SierraRetinY5","prevfallR","max","obs",76,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = obs value","Previous fall cumulative
rainfall = max value","obs value"
"Vertedero","prevfallR","max","obs",76,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = obs value","Previous fall cumulative
rainfall = max value","obs value"
"SierraCarboneraY5","dens","max","obs",76,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = obs value","Aboveground density of
large individuals = max value","obs value"
"SierraRetinY5","dens","max","obs",76,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = obs value","Aboveground density of
large individuals = max value","obs value"
"Vertedero","dens","max","obs",76,1.072798260656,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = obs value","Aboveground density of
large individuals = max value","obs value"
"SierraCarboneraY5","size","max","obs",76,1.07921540007484,"Size","Focal covariate = Size (max value) 
Other covariates = obs value","Size = max value","obs value"
"SierraRetinY5","size","max","obs",76,Inf,"Size","Focal covariate = Size (max value) 
Other covariates = obs value","Size = max value","obs value"
"Vertedero","size","max","obs",76,Inf,"Size","Focal covariate = Size (max value) 
Other covariates = obs value","Size = max value","obs value"
"SierraCarboneraY5","TSF","max","obs",76,Inf,"Time Since Fire","Focal covariate = Time Since Fire (max value) 
Other covariates = obs value","Time Since Fire = max value","obs value"
"SierraRetinY5","TSF","max","obs",76,0.782713712885653,"Time Since Fire","Focal covariate = Time Since Fire (max value) 
Other covariates = obs value","Time Since Fire = max value","obs value"
"Vertedero","TSF","max","obs",76,Inf,"Time Since Fire","Focal covariate = Time Since Fire (max value) 
Other covariates = obs value","Time Since Fire = max value","obs value"
"SierraCarboneraY5","summerT","min","mean",77,1.07536427129725,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (min value) 
Other covariates = mean value","Next summer mean max.
daily temperature = min value","mean value"
"SierraRetinY5","summerT","min","mean",77,1.02353482790289,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (min value) 
Other covariates = mean value","Next summer mean max.
daily temperature = min value","mean value"
"Vertedero","summerT","min","mean",77,0.9435996358733,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (min value) 
Other covariates = mean value","Next summer mean max.
daily temperature = min value","mean value"
"SierraCarboneraY5","prevwinterT","min","mean",77,1.06446085799967,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (min value) 
Other covariates = mean value","Previous winter mean max.
daily temperature = min value","mean value"
"SierraRetinY5","prevwinterT","min","mean",77,1.15084200048962,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (min value) 
Other covariates = mean value","Previous winter mean max.
daily temperature = min value","mean value"
"Vertedero","prevwinterT","min","mean",77,1.08798680992604,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (min value) 
Other covariates = mean value","Previous winter mean max.
daily temperature = min value","mean value"
"SierraCarboneraY5","fallR","min","mean",77,1.05152867120221,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (min value) 
Other covariates = mean value","Next fall cumulative
rainfall = min value","mean value"
"SierraRetinY5","fallR","min","mean",77,0.917141829607419,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (min value) 
Other covariates = mean value","Next fall cumulative
rainfall = min value","mean value"
"Vertedero","fallR","min","mean",77,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (min value) 
Other covariates = mean value","Next fall cumulative
rainfall = min value","mean value"
"SierraCarboneraY5","prevfallR","min","mean",77,1.04719543015366,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (min value) 
Other covariates = mean value","Previous fall cumulative
rainfall = min value","mean value"
"SierraRetinY5","prevfallR","min","mean",77,1.14582627706637,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (min value) 
Other covariates = mean value","Previous fall cumulative
rainfall = min value","mean value"
"Vertedero","prevfallR","min","mean",77,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (min value) 
Other covariates = mean value","Previous fall cumulative
rainfall = min value","mean value"
"SierraCarboneraY5","dens","min","mean",77,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (min value) 
Other covariates = mean value","Aboveground density of
large individuals = min value","mean value"
